
Profile Name 		MP-PJ-N-29-frag2
Scan No 	Precursor ion m/z 	Intensity 	Charge 	Deconvoluted Mass (Mass + Na) 	Glycan Rank 	Composition Score 	Branching Score 	Glycan ID 	Composition 	Sequence 	Glycan Mass 	Carbohydrate Mass 	Single Glycosidic % Match: 	Single CrossRing % Match: 	Glycosidic-Glycosidic % Match: 	Single CrossRing-Glycosidic % Match: 	
Scan122@1149.91_3	1149.91	299260.0	3	3403.751	1	1	1	G03661	(NeuAc)1 (Gal)3 (Fuc)3 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2735.0	2735.0	37.5	25.0	19.51	15.98	

Scan124@792.462_1	792.462	297902.0	1	792.462	0	0	0	No Results Found 									

Scan127@917.95_4	917.95	484988.0	4	3602.832	1	1	1	G01915	(NeuAc)3 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-3)[NeuAc(a2-6)]GlcNAc(b1-4)]Man(a1-3)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2879.02	2879.02	55.77	33.33	29.49	29.67	
Scan127@917.95_4	917.95	484988.0	4	3602.832	2	1	2	G05335	(NeuAc)3 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2879.02	2879.02	55.77	32.14	29.17	28.4	
Scan127@917.95_4	917.95	484988.0	4	3602.832	3	1	3	G05330	(NeuAc)3 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2879.02	2879.02	55.77	32.14	29.17	28.29	
Scan127@917.95_4	917.95	484988.0	4	3602.832	3	1	3	G05331	(NeuAc)3 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2879.02	2879.02	55.77	32.14	29.17	28.29	

Scan129@897.78_3	897.78	644471.0	3	2647.361	1	1	1	G11994	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (GalNAc)1 (Man)3	NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2118.78	2118.78	45.0	24.24	27.22	15.21	
Scan129@897.78_3	897.78	644471.0	3	2647.361	2	1	4	G11977	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)5 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2118.78(Asn)	2118.78	42.5	25.76	26.11	13.35	
Scan129@897.78_3	897.78	644471.0	3	2647.361	3	2	2	G04066	(S)1 (NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (GalNAc)1 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2198.73	2118.78	45.0	24.24	27.22	15.12	
Scan129@897.78_3	897.78	644471.0	3	2647.361	3	2	2	G02692	(S)1 (NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (GalNAc)1 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2198.73	2118.78	45.0	24.24	27.22	15.12	

Scan131@1192.6_3	1192.6	580059.0	3	3531.82	1	1	1	G11332	(NeuAc)1 (Gal)5 (GlcNAc)6 (Man)3	Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2824.01	2824.01	16.07	6.67	11.26	9.66	

Scan133@879.44_3	879.44	504588.0	3	2592.34	1	1	1	G04043	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3 (Asn)1	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77(Asn)	2078.77	40.91	20.14	26.36	14.58	
Scan133@879.44_3	879.44	504588.0	3	2592.34	1	1	1	G02721	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77	2078.77	40.91	20.14	26.36	14.58	
Scan133@879.44_3	879.44	504588.0	3	2592.34	2	1	2	G04211	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3	Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77	2078.77	40.91	18.75	26.36	14.44	
Scan133@879.44_3	879.44	504588.0	3	2592.34	3	2	3	G11985	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77	2078.77	40.91	18.75	23.18	15.7	
Scan133@879.44_3	879.44	504588.0	3	2592.34	3	2	3	G04130	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77(Asn)	2078.77	40.91	18.75	23.18	15.7	

Scan135@1111.55_3	1111.55	350773.0	3	3288.671	1	1	1	G11329	(NeuAc)1 (Gal)5 (GlcNAc)5 (Man)3	Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2620.93	2620.93	59.62	37.5	54.17	49.9	

Scan137@1121.05_4	1121.05	486814.0	4	4415.231	0	0	0	No Results Found 									

Scan139@1202.6_3	1202.6	372492.0	3	3561.82	0	0	0	No Results Found 									

Scan141@923.96_2	923.96	476486.0	2	1824.93	1	1	1	G05664	(GlcNAc)3 (Man)5	Man(a1-3)[Man(a1-6)]Man(a1-6)[GlcNAc(b1-3)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc	1437.52	1437.52	53.57	15.62	28.57	15.3	
Scan141@923.96_2	923.96	476486.0	2	1824.93	2	1	2	G02908	(Glc)3 (Gal)2 (GlcNAc)3	Gal(b1-4)GlcNAc(b1-2)Glc(a1-3)[Gal(b1-4)GlcNAc(b1-2)Glc(a1-6)]Glc(b1-4)GlcNAc	1437.52	1437.52	46.43	17.71	30.95	11.72	
Scan141@923.96_2	923.96	476486.0	2	1824.93	2	1	2	G00314	(Gal)2 (GlcNAc)3 (Man)3	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	1437.52	1437.52	46.43	17.71	30.95	11.72	
Scan141@923.96_2	923.96	476486.0	2	1824.93	3	1	3	G05284	(Gal)2 (GlcNAc)3 (Man)3	Gal(b1-4)GlcNAc(b1-4)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	1437.52	1437.52	46.43	17.71	30.95	11.56	

Scan143@1033.85_3	1033.85	496520.0	3	3055.57	1	1	1	G03847	(NeuAc)1 (Gal)3 (Fuc)1 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2442.88	2442.88	39.58	17.31	27.65	17.87	
Scan143@1033.85_3	1033.85	496520.0	3	3055.57	2	1	2	G03897	(NeuAc)1 (Gal)3 (Fuc)1 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2442.88	2442.88	39.58	17.31	27.65	17.64	
Scan143@1033.85_3	1033.85	496520.0	3	3055.57	3	1	3	G03896	(NeuAc)1 (Gal)3 (Fuc)1 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2442.88	2442.88	39.58	16.03	27.65	17.58	

Scan145@892.445_3	892.445	36946.8	3	2631.354	0	0	0	No Results Found 									

Scan148@1169.59_3	1169.59	476231.0	3	3462.79	0	0	0	No Results Found 									

Scan150@999.83_3	999.83	474009.0	3	2953.511	1	1	1	G11937	(NeuAc)1 (Gal)2 (Fuc)3 (GlcNAc)4 (Man)3	NeuAc(a2-6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2369.87	2369.87	27.08	16.67	14.02	13.91	
Scan150@999.83_3	999.83	474009.0	3	2953.511	2	2	2	G03784	(NeuAc)2 (Gal)4 (GlcNAc)3 (Man)3	Gal(b1-4)[NeuAc(a2-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[NeuAc(a2-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	2343.82	2343.82	25.0	8.33	11.36	16.05	

Scan152@932.46_3	932.46	325398.0	3	2751.401	1	1	1	G01410	(Gal)2 (Xyl)1 (Fuc)3 (GlcNAc)4 (Man)3	Fuc(a1-6)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-6)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc	2210.81	2210.81	20.83	13.16	26.52	26.72	

Scan154@922.46_3	922.46	417861.0	3	2721.401	1	1	1	G04200	(Gal)4 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc	2167.78	2167.78	20.45	16.67	33.64	13.51	
Scan154@922.46_3	922.46	417861.0	3	2721.401	2	1	2	G04220	(Gal)4 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(a1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc	2167.78	2167.78	20.45	15.97	33.64	13.23	
Scan154@922.46_3	922.46	417861.0	3	2721.401	2	1	2	G04047	(Glc)1 (Gal)3 (GlcNAc)5 (Man)3 (Asn)1	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Glc(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)]Man(b1-4)GlcNAc	2167.78(Asn)	2167.78	20.45	15.97	33.64	13.23	
Scan154@922.46_3	922.46	417861.0	3	2721.401	2	1	2	G00513	(Gal)4 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc	2167.78	2167.78	20.45	15.97	33.64	13.23	
Scan154@922.46_3	922.46	417861.0	3	2721.401	3	1	4	G04180	(Gal)4 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc	2167.78	2167.78	18.18	14.58	27.73	15.08	

Scan156@835.084_3	835.084	393250.0	3	2459.272	1	1	5	G02191	(NeuGc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1947.69	1947.69	33.33	33.33	22.22	21.12	
Scan156@835.084_3	835.084	393250.0	3	2459.272	1	1	5	G10788	(NeuGc)1 (Gal)2 (GlcNAc)4 (Man)3 (Asn)1	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1947.69(Asn)	1947.69	33.33	33.33	22.22	21.12	
Scan156@835.084_3	835.084	393250.0	3	2459.272	2	2	2	G12008	(Gal)1 (Fuc)2 (GlcNAc)5 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1973.74	1973.74	55.0	34.09	27.78	27.29	
Scan156@835.084_3	835.084	393250.0	3	2459.272	2	2	2	G04307	(Gal)1 (Fuc)2 (GlcNAc)5 (Man)3 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1973.74(Asn)	1973.74	55.0	34.09	27.78	27.29	
Scan156@835.084_3	835.084	393250.0	3	2459.272	3	2	4	G04351	(Gal)1 (Fuc)2 (GlcNAc)4 (GalNAc)1 (Man)3	GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1973.74	1973.74	57.5	32.58	22.78	26.64	

Scan158@1246.29_3	1246.29	434061.0	3	3692.891	0	0	0	No Results Found 									

Scan160@1014.5_3	1014.5	317652.0	3	2997.52	1	1	5	G10960	(NeuGc)1 (NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	NeuGc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2384.84(Asn)	2384.84	40.91	26.39	20.0	13.14	
Scan160@1014.5_3	1014.5	317652.0	3	2997.52	1	1	5	G02181	(NeuGc)1 (NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuGc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2384.84	2384.84	40.91	26.39	20.0	13.14	
Scan160@1014.5_3	1014.5	317652.0	3	2997.52	2	1	6	G10961	(NeuGc)1 (NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuGc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2384.84(Asn)	2384.84	40.91	27.08	20.0	13.07	
Scan160@1014.5_3	1014.5	317652.0	3	2997.52	2	1	6	G02180	(NeuGc)1 (NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuGc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2384.84	2384.84	40.91	27.08	20.0	13.07	
Scan160@1014.5_3	1014.5	317652.0	3	2997.52	3	2	1	G02662	(NeuAc)2 (Gal)3 (GlcNAc)4 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	2384.84	2384.84	38.64	32.64	25.91	15.63	

Scan162@1101.54_3	1101.54	310887.0	3	3258.641	0	0	0	No Results Found 									

Scan164@842.424_2	842.424	456927.0	2	1661.859	1	1	1	G00591	(GlcNAc)4 (Man)3	GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc	1316.49	1316.49	66.67	15.48	31.67	5.41	
Scan164@842.424_2	842.424	456927.0	2	1661.859	2	2	2	G01934	(GlcNAc)4 (Man)3	GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc	1316.49	1316.49	58.33	14.29	30.0	4.09	
Scan164@842.424_2	842.424	456927.0	2	1661.859	3	2	3	G05981	(GlcNAc)4 (Man)3	GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc	1316.49	1316.49	58.33	14.29	30.0	4.05	

Scan166@1092.21_3	1092.21	405323.0	3	3230.65	0	0	0	No Results Found 									

Scan169@975.82_3	975.82	393171.0	3	2881.48	1	1	4	G02679	(NeuAc)1 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2296.83	2296.83	34.09	19.44	26.36	16.07	
Scan169@975.82_3	975.82	393171.0	3	2881.48	2	1	5	G01802	(NeuAc)1 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2296.83	2296.83	34.09	18.75	26.36	16.05	
Scan169@975.82_3	975.82	393171.0	3	2881.48	3	1	6	G01321	(NeuAc)1 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2296.83	2296.83	34.09	15.28	26.36	16.26	
Scan169@975.82_3	975.82	393171.0	3	2881.48	3	1	6	G10745	(NeuAc)1 (Gal)3 (GlcNAc)5 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2296.83(Asn)	2296.83	34.09	15.28	26.36	16.26	

Scan171@815.736_3	815.736	410625.0	3	2401.228	1	1	1	G12021	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1915.7(Asn)	1915.7	36.11	20.83	19.44	12.03	
Scan171@815.736_3	815.736	410625.0	3	2401.228	2	1	2	G00974	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1915.7(Asn)	1915.7	36.11	20.0	19.44	11.92	
Scan171@815.736_3	815.736	410625.0	3	2401.228	2	1	2	G01645	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1915.7	1915.7	36.11	20.0	19.44	11.92	
Scan171@815.736_3	815.736	410625.0	3	2401.228	3	1	3	G12029	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1915.7	1915.7	36.11	17.5	19.44	12.13	

Scan173@734.026_3	734.026	491243.0	3	2156.099	1	1	1	G12076	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)3 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1712.62	1712.62	25.0	10.19	6.25	7.58	
Scan173@734.026_3	734.026	491243.0	3	2156.099	2	1	2	G04280	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)3 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1712.62(Asn)	1712.62	25.0	12.04	6.25	6.78	
Scan173@734.026_3	734.026	491243.0	3	2156.099	3	1	3	G04414	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)3 (Man)3	NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1712.62	1712.62	25.0	8.33	6.25	6.91	

Scan175@1173.59_3	1173.59	245842.0	3	3474.79	0	0	0	No Results Found 									

Scan177@781.387_1	781.387	422362.0	1	781.387	0	0	0	No Results Found 									

Scan179@1183.59_3	1183.59	336106.0	3	3504.79	1	1	3	G05087	(NeuAc)1 (Gal)4 (Fuc)1 (GlcNAc)6 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2808.02(Asn)	2808.02	62.5	42.78	46.98	50.13	
Scan179@1183.59_3	1183.59	336106.0	3	3504.79	2	2	4	G04101	(NeuAc)1 (Gal)4 (Fuc)1 (GlcNAc)6 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2808.02(Asn)	2808.02	53.57	46.67	46.7	52.64	
Scan179@1183.59_3	1183.59	336106.0	3	3504.79	3	2	5	G04112	(NeuAc)1 (Gal)4 (Fuc)1 (GlcNAc)6 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2808.02(Asn)	2808.02	53.57	46.11	46.7	52.33	

Scan181@1269.625_3	1269.625	225651.0	3	3762.895	0	0	0	No Results Found 									

Scan183@767.372_1	767.372	370936.0	1	767.372	0	0	0	No Results Found 									

Scan185@1235.62_2	1235.62	276248.0	2	2448.25	1	1	1	G02742	(Gal)3 (Fuc)1 (GlcNAc)4 (Man)3	Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1948.71	1948.71	37.5	29.55	32.22	16.41	
Scan185@1235.62_2	1235.62	276248.0	2	2448.25	1	1	1	G04321	(Gal)3 (Fuc)1 (GlcNAc)4 (Man)3	Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1948.71	1948.71	37.5	29.55	32.22	16.41	
